review_id,review_text,sentiment,review_text
40aaceae-6e5d-4ec5-b06f-fa1550717e20,Worst flight ever! The frustrating was check-in process and the seat comfort ruined my experience.,negative,Worst flight ever! The frustrating was check-in process and the seat comfort ruined my experience.
13f990bb-db17-46e0-86fc-2df013865066,Worst flight ever! The terrible was WiFi speed and the overhead storage ruined my experience.,negative,Worst flight ever! The terrible was WiFi speed and the overhead storage ruined my experience.
549b9cc8-b577-4df9-9bc8-d5d8104d985f,A huge disappointment. The frustrating was legroom and the flight entertainment was below standard.,negative,A huge disappointment. The frustrating was legroom and the flight entertainment was below standard.
6e9aafc9-22de-4fcc-a3eb-fcfd6b517799,"I regret booking with this airline. The uncomfortable was so turbulence handling, and the security made it worse.",negative,"I regret booking with this airline. The uncomfortable was so turbulence handling, and the security made it worse."
6cd0bb5a-e37d-499d-8e3d-c86ab9efd5df,"The flight was completely horrible. The snack options was awful, and the customer service was unacceptable.",negative,"The flight was completely horrible. The snack options was awful, and the customer service was unacceptable."
42d5a4c0-1d62-40e5-aff0-6cec3c0df8c7,"I regret booking with this airline. The frustrating was so check-in process, and the food quality made it worse.",negative,"I regret booking with this airline. The frustrating was so check-in process, and the food quality made it worse."
7e18256d-60b1-44d9-9b09-9f88625732c2,A huge disappointment. The awful was overhead storage and the turbulence handling was below standard.,negative,A huge disappointment. The awful was overhead storage and the turbulence handling was below standard.
52645fe8-11fb-49f3-9ac3-c58c5091bc8d,It was a disaster! The awful was seat comfort and the customer service was simply awful.,negative,It was a disaster! The awful was seat comfort and the customer service was simply awful.
18a316ad-3d84-4997-9240-0bef7e4a7171,"I regret booking with this airline. The poor was so turbulence handling, and the check-in process made it worse.",negative,"I regret booking with this airline. The poor was so turbulence handling, and the check-in process made it worse."
417c3331-faf0-4e16-aaf8-fa404fec7196,It was a disaster! The frustrating was check-in process and the bathroom cleanliness was simply awful.,negative,It was a disaster! The frustrating was check-in process and the bathroom cleanliness was simply awful.
cb14592b-51b7-4820-b15e-2c122ea7d0d2,"I regret booking with this airline. The poor was so security, and the flight entertainment made it worse.",negative,"I regret booking with this airline. The poor was so security, and the flight entertainment made it worse."
8a4bce98-ef44-4273-88e1-8e7cbd5465c1,Never flying with them again! The frustrating was completely punctuality and the legroom was miserable.,negative,Never flying with them again! The frustrating was completely punctuality and the legroom was miserable.
882d0f11-78a5-4242-9964-8854333675a8,"The flight was completely horrible. The baggage handling was awful, and the aircraft cleanliness was unacceptable.",negative,"The flight was completely horrible. The baggage handling was awful, and the aircraft cleanliness was unacceptable."
8d2b8612-ff2c-4522-979b-981e427e5476,"The flight was completely poor. The aircraft cleanliness was awful, and the air conditioning was unacceptable.",negative,"The flight was completely poor. The aircraft cleanliness was awful, and the air conditioning was unacceptable."
60242c88-4362-42a1-b9cf-6608d3cc5d78,"I regret booking with this airline. The awful was so overhead storage, and the WiFi speed made it worse.",negative,"I regret booking with this airline. The awful was so overhead storage, and the WiFi speed made it worse."
59c7e3ad-5713-4e77-a4d2-e5a56268b5fe,"I can't believe how awful this flight was. The bathroom cleanliness was a mess, and the check-in process was unacceptable.",negative,"I can't believe how awful this flight was. The bathroom cleanliness was a mess, and the check-in process was unacceptable."
7bd72a3c-3ccc-4a5b-9667-b775fe202a14,"The flight was completely uncomfortable. The WiFi speed was awful, and the bathroom cleanliness was unacceptable.",negative,"The flight was completely uncomfortable. The WiFi speed was awful, and the bathroom cleanliness was unacceptable."
a6a99b5e-950c-4ca3-a650-55c036c55ac8,"Had high hopes, but the disastrous was turbulence handling and the overhead storage was disappointing.",negative,"Had high hopes, but the disastrous was turbulence handling and the overhead storage was disappointing."
da18ae77-7cef-415f-991e-23b861166303,"I regret booking with this airline. The frustrating was so snack options, and the security made it worse.",negative,"I regret booking with this airline. The frustrating was so snack options, and the security made it worse."
630a10fa-8f5e-47ce-986a-7bc7c535e6e3,Avoid this airline! The nightmarish was in-flight announcements and the boarding process was a nightmare.,negative,Avoid this airline! The nightmarish was in-flight announcements and the boarding process was a nightmare.
ab89954b-a928-46a3-8aee-8e37b7fd94e5,"The flight was completely nightmarish. The legroom was awful, and the snack options was unacceptable.",negative,"The flight was completely nightmarish. The legroom was awful, and the snack options was unacceptable."
cdeb1bdb-24dc-42f8-95f5-2f9e4592f4df,A huge disappointment. The awful was check-in process and the turbulence handling was below standard.,negative,A huge disappointment. The awful was check-in process and the turbulence handling was below standard.
105ee0bf-9d7a-4024-a8e8-abc5a0b600c9,"I can't believe how poor this flight was. The turbulence handling was a mess, and the legroom was unacceptable.",negative,"I can't believe how poor this flight was. The turbulence handling was a mess, and the legroom was unacceptable."
68fbbee5-726b-475c-b87f-f09b9b94a1aa,Never flying with them again! The disastrous was completely food quality and the bathroom cleanliness was miserable.,negative,Never flying with them again! The disastrous was completely food quality and the bathroom cleanliness was miserable.
0847cf8b-b476-426b-9c15-229fbcdb9b0b,"I regret booking with this airline. The poor was so ticket pricing, and the seat comfort made it worse.",negative,"I regret booking with this airline. The poor was so ticket pricing, and the seat comfort made it worse."
088a584e-3b8e-4918-9bf4-14dbd6bcf0a2,Avoid this airline! The poor was food quality and the legroom was a nightmare.,negative,Avoid this airline! The poor was food quality and the legroom was a nightmare.
43468afc-8ddd-4b93-a372-8fc609b0945d,"I can't believe how nightmarish this flight was. The aircraft cleanliness was a mess, and the check-in process was unacceptable.",negative,"I can't believe how nightmarish this flight was. The aircraft cleanliness was a mess, and the check-in process was unacceptable."
be2cc9ea-1716-4fb8-8049-dc7ccf6433d5,Worst flight ever! The frustrating was turbulence handling and the overhead storage ruined my experience.,negative,Worst flight ever! The frustrating was turbulence handling and the overhead storage ruined my experience.
2831bfd6-468e-4490-876b-a6e10fade6ef,It was a disaster! The disastrous was customer service and the check-in process was simply awful.,negative,It was a disaster! The disastrous was customer service and the check-in process was simply awful.
115f6502-1cce-4c5b-879d-49ea9eda6aac,"I regret booking with this airline. The nightmarish was so check-in process, and the ticket pricing made it worse.",negative,"I regret booking with this airline. The nightmarish was so check-in process, and the ticket pricing made it worse."
fd375ad9-5a24-4530-bd73-c1f3ac2f2484,"I can't believe how poor this flight was. The check-in process was a mess, and the bathroom cleanliness was unacceptable.",negative,"I can't believe how poor this flight was. The check-in process was a mess, and the bathroom cleanliness was unacceptable."
d8da1ce3-146a-4fca-a846-ba1771eef0b3,Avoid this airline! The poor was crew friendliness and the punctuality was a nightmare.,negative,Avoid this airline! The poor was crew friendliness and the punctuality was a nightmare.
c975410b-bbe3-4952-8344-f94deb600b45,A huge disappointment. The awful was baggage handling and the snack options was below standard.,negative,A huge disappointment. The awful was baggage handling and the snack options was below standard.
342cad6a-d75e-40a0-a93e-9dd1e22cb547,Worst flight ever! The frustrating was in-flight announcements and the crew friendliness ruined my experience.,negative,Worst flight ever! The frustrating was in-flight announcements and the crew friendliness ruined my experience.
5b217cc9-73f1-41c5-82c9-b92e18749dcb,Worst flight ever! The disastrous was turbulence handling and the flight entertainment ruined my experience.,negative,Worst flight ever! The disastrous was turbulence handling and the flight entertainment ruined my experience.
3b0d1626-cc4b-4ca0-b0e4-20906f18ae31,"Had high hopes, but the frustrating was seat comfort and the bathroom cleanliness was disappointing.",negative,"Had high hopes, but the frustrating was seat comfort and the bathroom cleanliness was disappointing."
148b41a7-6ca2-4c91-95d7-110217c80dfc,"I regret booking with this airline. The awful was so turbulence handling, and the legroom made it worse.",negative,"I regret booking with this airline. The awful was so turbulence handling, and the legroom made it worse."
ca6b03ae-26c9-4452-a85e-cb27260200d9,"I regret booking with this airline. The frustrating was so flight entertainment, and the food quality made it worse.",negative,"I regret booking with this airline. The frustrating was so flight entertainment, and the food quality made it worse."
ff6aa7d0-d871-400c-be64-89693af314e3,Worst flight ever! The horrible was aircraft cleanliness and the WiFi speed ruined my experience.,negative,Worst flight ever! The horrible was aircraft cleanliness and the WiFi speed ruined my experience.
f277404e-1a18-4c97-82f4-7dc1d382c87d,Worst flight ever! The nightmarish was seat comfort and the air conditioning ruined my experience.,negative,Worst flight ever! The nightmarish was seat comfort and the air conditioning ruined my experience.
b8321685-4d40-42c0-b467-8d4619d6b4e8,A huge disappointment. The nightmarish was punctuality and the seat comfort was below standard.,negative,A huge disappointment. The nightmarish was punctuality and the seat comfort was below standard.
03d21f6c-a2f2-4860-9bbe-9329ca73e93d,Never flying with them again! The disastrous was completely security and the overhead storage was miserable.,negative,Never flying with them again! The disastrous was completely security and the overhead storage was miserable.
eb0ff3c4-08e1-4bb5-8fbd-e68546ea99b5,A huge disappointment. The horrible was seat comfort and the customer service was below standard.,negative,A huge disappointment. The horrible was seat comfort and the customer service was below standard.
593d11fa-cd59-42ee-b5e4-b4ab87b1fea6,Worst flight ever! The awful was in-flight announcements and the check-in process ruined my experience.,negative,Worst flight ever! The awful was in-flight announcements and the check-in process ruined my experience.
2d01dbe4-bcdd-4813-8d02-a3b85622474d,"I regret booking with this airline. The uncomfortable was so punctuality, and the boarding process made it worse.",negative,"I regret booking with this airline. The uncomfortable was so punctuality, and the boarding process made it worse."
4d9e1a0c-f228-411e-84e0-69a8fe5af722,A huge disappointment. The uncomfortable was WiFi speed and the punctuality was below standard.,negative,A huge disappointment. The uncomfortable was WiFi speed and the punctuality was below standard.
d2ec2b25-0252-404d-836f-4620584afa9c,"Had high hopes, but the horrible was WiFi speed and the security was disappointing.",negative,"Had high hopes, but the horrible was WiFi speed and the security was disappointing."
a06cf796-8511-4f5c-aea4-1e77765c1c5b,"I regret booking with this airline. The frustrating was so customer service, and the legroom made it worse.",negative,"I regret booking with this airline. The frustrating was so customer service, and the legroom made it worse."
6b07e554-258f-4283-8ad2-33844d15fbce,Do yourself a favor and fly elsewhere. The disastrous was security and the turbulence handling was the worst.,negative,Do yourself a favor and fly elsewhere. The disastrous was security and the turbulence handling was the worst.
817969da-6080-4ec4-8b67-64e7cf7240a3,Do yourself a favor and fly elsewhere. The frustrating was WiFi speed and the customer service was the worst.,negative,Do yourself a favor and fly elsewhere. The frustrating was WiFi speed and the customer service was the worst.
e5dadfc8-37c6-4b06-be4b-4f3c76dc86a2,"I regret booking with this airline. The terrible was so crew friendliness, and the in-flight announcements made it worse.",negative,"I regret booking with this airline. The terrible was so crew friendliness, and the in-flight announcements made it worse."
d9f42e4d-ca26-4465-93d8-94ddef60b874,"Had high hopes, but the disastrous was turbulence handling and the in-flight announcements was disappointing.",negative,"Had high hopes, but the disastrous was turbulence handling and the in-flight announcements was disappointing."
27d07dd8-4627-4148-a372-16229e7a6cc6,"The flight was completely terrible. The aircraft cleanliness was awful, and the in-flight announcements was unacceptable.",negative,"The flight was completely terrible. The aircraft cleanliness was awful, and the in-flight announcements was unacceptable."
60606a18-6e1e-4425-bca4-e4d1e07edb01,Do yourself a favor and fly elsewhere. The frustrating was in-flight announcements and the customer service was the worst.,negative,Do yourself a favor and fly elsewhere. The frustrating was in-flight announcements and the customer service was the worst.
14e4a416-61f8-49d0-a3e6-541325c77178,A huge disappointment. The awful was customer service and the turbulence handling was below standard.,negative,A huge disappointment. The awful was customer service and the turbulence handling was below standard.
0d2ed560-0205-49d3-a66d-54ca5a7da550,"Had high hopes, but the frustrating was bathroom cleanliness and the snack options was disappointing.",negative,"Had high hopes, but the frustrating was bathroom cleanliness and the snack options was disappointing."
cde227bb-d115-46ab-906e-ccc736dc6f5f,Avoid this airline! The horrible was in-flight announcements and the bathroom cleanliness was a nightmare.,negative,Avoid this airline! The horrible was in-flight announcements and the bathroom cleanliness was a nightmare.
9e996998-7ee4-426a-a87d-ed5800a47fcb,A huge disappointment. The terrible was check-in process and the crew friendliness was below standard.,negative,A huge disappointment. The terrible was check-in process and the crew friendliness was below standard.
f502c7e4-d2b2-4bea-aecb-581f001a074b,Avoid this airline! The awful was legroom and the in-flight announcements was a nightmare.,negative,Avoid this airline! The awful was legroom and the in-flight announcements was a nightmare.
9019712e-bf9e-41d7-92ce-9bb1a5937fe7,"Had high hopes, but the horrible was overhead storage and the customer service was disappointing.",negative,"Had high hopes, but the horrible was overhead storage and the customer service was disappointing."
9be30b51-02fa-40fb-9f90-d4b89fd77443,A huge disappointment. The poor was check-in process and the aircraft cleanliness was below standard.,negative,A huge disappointment. The poor was check-in process and the aircraft cleanliness was below standard.
39d4e540-2baf-41db-b967-ff4b996981db,"Had high hopes, but the disastrous was seat comfort and the snack options was disappointing.",negative,"Had high hopes, but the disastrous was seat comfort and the snack options was disappointing."
c4c59c13-2a57-44c7-86a1-32630bf054d0,"The flight was completely awful. The overhead storage was awful, and the crew friendliness was unacceptable.",negative,"The flight was completely awful. The overhead storage was awful, and the crew friendliness was unacceptable."
8d1d2cd2-75dd-4d6a-aecb-9d10977bc0c8,Worst flight ever! The terrible was bathroom cleanliness and the flight entertainment ruined my experience.,negative,Worst flight ever! The terrible was bathroom cleanliness and the flight entertainment ruined my experience.
8b658507-0b15-4c05-bcf6-2744e2db3261,It was a disaster! The uncomfortable was punctuality and the WiFi speed was simply awful.,negative,It was a disaster! The uncomfortable was punctuality and the WiFi speed was simply awful.
004f871e-8b6d-4dac-99ba-97f3cee2ce18,Never flying with them again! The awful was completely check-in process and the baggage handling was miserable.,negative,Never flying with them again! The awful was completely check-in process and the baggage handling was miserable.
c8b14ef5-97c2-47b5-a4a9-01bee11f69bc,"I regret booking with this airline. The horrible was so overhead storage, and the in-flight announcements made it worse.",negative,"I regret booking with this airline. The horrible was so overhead storage, and the in-flight announcements made it worse."
afe7ffa8-6df6-4251-8c7f-c081e1d8f5ab,A huge disappointment. The disastrous was aircraft cleanliness and the boarding process was below standard.,negative,A huge disappointment. The disastrous was aircraft cleanliness and the boarding process was below standard.
ccc2bbdf-a661-4295-9dde-f6f4a6c8a56f,Worst flight ever! The uncomfortable was check-in process and the boarding process ruined my experience.,negative,Worst flight ever! The uncomfortable was check-in process and the boarding process ruined my experience.
320aaac2-4384-4532-9dd3-70d072e17047,Worst flight ever! The awful was security and the bathroom cleanliness ruined my experience.,negative,Worst flight ever! The awful was security and the bathroom cleanliness ruined my experience.
1e78bd4c-9fd4-4a4a-ae9f-c1f8aa5509a6,Do yourself a favor and fly elsewhere. The disastrous was aircraft cleanliness and the bathroom cleanliness was the worst.,negative,Do yourself a favor and fly elsewhere. The disastrous was aircraft cleanliness and the bathroom cleanliness was the worst.
2f6ef738-fadf-40f6-97fa-e5bf740234ac,"Had high hopes, but the disastrous was customer service and the snack options was disappointing.",negative,"Had high hopes, but the disastrous was customer service and the snack options was disappointing."
f8b62fa0-0cbf-4fdc-a71c-dca7b48d8ae3,Worst flight ever! The poor was food quality and the turbulence handling ruined my experience.,negative,Worst flight ever! The poor was food quality and the turbulence handling ruined my experience.
14f56771-eaf6-42a1-9e32-e78c6898a90c,Do yourself a favor and fly elsewhere. The terrible was security and the snack options was the worst.,negative,Do yourself a favor and fly elsewhere. The terrible was security and the snack options was the worst.
fd50c3ac-6b78-418f-9866-77f709f816d6,Never flying with them again! The frustrating was completely legroom and the baggage handling was miserable.,negative,Never flying with them again! The frustrating was completely legroom and the baggage handling was miserable.
b8132c4a-98a6-403f-a2b4-e5306a2abd55,Never flying with them again! The frustrating was completely WiFi speed and the aircraft cleanliness was miserable.,negative,Never flying with them again! The frustrating was completely WiFi speed and the aircraft cleanliness was miserable.
680c3d33-4789-4761-a454-feaa16691186,Avoid this airline! The terrible was snack options and the seat comfort was a nightmare.,negative,Avoid this airline! The terrible was snack options and the seat comfort was a nightmare.
779bcb85-33ea-446f-bff5-e234f56d6d76,"The flight was completely nightmarish. The flight entertainment was awful, and the WiFi speed was unacceptable.",negative,"The flight was completely nightmarish. The flight entertainment was awful, and the WiFi speed was unacceptable."
20054d43-b72b-4b0e-a67b-39747759c948,"Had high hopes, but the nightmarish was baggage handling and the seat comfort was disappointing.",negative,"Had high hopes, but the nightmarish was baggage handling and the seat comfort was disappointing."
2a5cfa81-0e50-4d58-9965-f2e812b5d41e,Avoid this airline! The uncomfortable was aircraft cleanliness and the overhead storage was a nightmare.,negative,Avoid this airline! The uncomfortable was aircraft cleanliness and the overhead storage was a nightmare.
c5601bf1-2479-4fef-896a-078e7c9a9b23,Do yourself a favor and fly elsewhere. The disastrous was check-in process and the customer service was the worst.,negative,Do yourself a favor and fly elsewhere. The disastrous was check-in process and the customer service was the worst.
658e0acc-16df-4057-bd5a-b91aa8611e45,Avoid this airline! The terrible was food quality and the seat comfort was a nightmare.,negative,Avoid this airline! The terrible was food quality and the seat comfort was a nightmare.
584385e7-8ab7-4e3e-a61a-5eb6212f26b1,"I can't believe how awful this flight was. The overhead storage was a mess, and the customer service was unacceptable.",negative,"I can't believe how awful this flight was. The overhead storage was a mess, and the customer service was unacceptable."
655a5891-5cb8-42bc-9f49-a77cfe23a9ac,A huge disappointment. The poor was flight entertainment and the snack options was below standard.,negative,A huge disappointment. The poor was flight entertainment and the snack options was below standard.
5e455aea-e619-410f-8f56-f048346a06f8,"I can't believe how uncomfortable this flight was. The in-flight announcements was a mess, and the punctuality was unacceptable.",negative,"I can't believe how uncomfortable this flight was. The in-flight announcements was a mess, and the punctuality was unacceptable."
1aa713af-ce7e-4bb3-b669-2535bf2789e2,"Had high hopes, but the terrible was turbulence handling and the overhead storage was disappointing.",negative,"Had high hopes, but the terrible was turbulence handling and the overhead storage was disappointing."
e1534cac-d1ce-47ef-bdc5-65779ad3e26a,Do yourself a favor and fly elsewhere. The frustrating was baggage handling and the ticket pricing was the worst.,negative,Do yourself a favor and fly elsewhere. The frustrating was baggage handling and the ticket pricing was the worst.
679ad71d-8cf3-4251-b965-93168a995b53,Never flying with them again! The horrible was completely air conditioning and the WiFi speed was miserable.,negative,Never flying with them again! The horrible was completely air conditioning and the WiFi speed was miserable.
627a34bb-24a1-4a40-8494-627951586e06,"The flight was completely nightmarish. The check-in process was awful, and the flight entertainment was unacceptable.",negative,"The flight was completely nightmarish. The check-in process was awful, and the flight entertainment was unacceptable."
81fdc0bd-3c5c-42eb-8009-4ffaf8418ac7,"I can't believe how awful this flight was. The crew friendliness was a mess, and the overhead storage was unacceptable.",negative,"I can't believe how awful this flight was. The crew friendliness was a mess, and the overhead storage was unacceptable."
2cb7a886-ba20-42fd-af51-349ad1dac618,A huge disappointment. The frustrating was punctuality and the WiFi speed was below standard.,negative,A huge disappointment. The frustrating was punctuality and the WiFi speed was below standard.
0eeca253-f12c-47b2-b44a-ffb1d1bec5a2,Do yourself a favor and fly elsewhere. The nightmarish was check-in process and the bathroom cleanliness was the worst.,negative,Do yourself a favor and fly elsewhere. The nightmarish was check-in process and the bathroom cleanliness was the worst.
3adb520e-fc43-48ec-b925-d2b2dc56fdc4,Do yourself a favor and fly elsewhere. The awful was seat comfort and the punctuality was the worst.,negative,Do yourself a favor and fly elsewhere. The awful was seat comfort and the punctuality was the worst.
22575d7d-e86f-4a0e-805e-b658d6c11ba7,"I can't believe how terrible this flight was. The overhead storage was a mess, and the boarding process was unacceptable.",negative,"I can't believe how terrible this flight was. The overhead storage was a mess, and the boarding process was unacceptable."
6bd708eb-f7ed-4c24-9774-a27d0a43d976,A huge disappointment. The awful was in-flight announcements and the customer service was below standard.,negative,A huge disappointment. The awful was in-flight announcements and the customer service was below standard.
8db36281-aac7-4f08-9bad-a0d2ea1022e3,"The flight was completely terrible. The WiFi speed was awful, and the customer service was unacceptable.",negative,"The flight was completely terrible. The WiFi speed was awful, and the customer service was unacceptable."
90e8fe07-b3ac-4d67-8881-6ca5287f763e,"The flight was completely uncomfortable. The legroom was awful, and the WiFi speed was unacceptable.",negative,"The flight was completely uncomfortable. The legroom was awful, and the WiFi speed was unacceptable."
c382d8be-f16c-4f78-99d7-8541da6ee550,Never flying with them again! The horrible was completely turbulence handling and the seat comfort was miserable.,negative,Never flying with them again! The horrible was completely turbulence handling and the seat comfort was miserable.
670ce56a-61c9-4c53-ab97-f731cc159a35,"I can't believe how horrible this flight was. The baggage handling was a mess, and the ticket pricing was unacceptable.",negative,"I can't believe how horrible this flight was. The baggage handling was a mess, and the ticket pricing was unacceptable."
3b76d8d2-c448-41b0-8603-5af7d249f534,Do yourself a favor and fly elsewhere. The uncomfortable was security and the air conditioning was the worst.,negative,Do yourself a favor and fly elsewhere. The uncomfortable was security and the air conditioning was the worst.
efe44d21-c9a5-4957-a5f6-88d3343be42a,Avoid this airline! The frustrating was seat comfort and the WiFi speed was a nightmare.,negative,Avoid this airline! The frustrating was seat comfort and the WiFi speed was a nightmare.
0c4cd739-0991-48f6-85ab-f36628a7271b,"The flight was completely awful. The ticket pricing was awful, and the air conditioning was unacceptable.",negative,"The flight was completely awful. The ticket pricing was awful, and the air conditioning was unacceptable."
d59467fc-e45a-4e16-ae6b-fb5b96b0cf7c,"Had high hopes, but the horrible was boarding process and the bathroom cleanliness was disappointing.",negative,"Had high hopes, but the horrible was boarding process and the bathroom cleanliness was disappointing."
f603ca1d-b2cb-49ef-8715-4c713e73c705,Do yourself a favor and fly elsewhere. The nightmarish was boarding process and the in-flight announcements was the worst.,negative,Do yourself a favor and fly elsewhere. The nightmarish was boarding process and the in-flight announcements was the worst.
c063aacf-6550-46d9-888c-7d951e64d7d6,"I regret booking with this airline. The frustrating was so legroom, and the punctuality made it worse.",negative,"I regret booking with this airline. The frustrating was so legroom, and the punctuality made it worse."
e7b22dcc-64d7-4d03-99cf-2f5dec591c97,"I can't believe how terrible this flight was. The boarding process was a mess, and the legroom was unacceptable.",negative,"I can't believe how terrible this flight was. The boarding process was a mess, and the legroom was unacceptable."
b27d717d-bf35-4243-8538-1658211c315a,Do yourself a favor and fly elsewhere. The poor was WiFi speed and the punctuality was the worst.,negative,Do yourself a favor and fly elsewhere. The poor was WiFi speed and the punctuality was the worst.
9ca3fa7e-eebf-4ba7-8a82-b3ff1602bc23,"I regret booking with this airline. The uncomfortable was so boarding process, and the overhead storage made it worse.",negative,"I regret booking with this airline. The uncomfortable was so boarding process, and the overhead storage made it worse."
b004191f-1d3a-46d3-b09b-cf1d84d2d477,"Had high hopes, but the disastrous was security and the in-flight announcements was disappointing.",negative,"Had high hopes, but the disastrous was security and the in-flight announcements was disappointing."
0e1f76c1-f624-4b94-b74d-fecb176e3269,Avoid this airline! The frustrating was aircraft cleanliness and the flight entertainment was a nightmare.,negative,Avoid this airline! The frustrating was aircraft cleanliness and the flight entertainment was a nightmare.
42165221-5c65-42ef-9dd6-c40edbbb10b0,Never flying with them again! The terrible was completely customer service and the ticket pricing was miserable.,negative,Never flying with them again! The terrible was completely customer service and the ticket pricing was miserable.
2ad3f8a3-1a30-41bc-acaa-474492d35487,It was a disaster! The terrible was baggage handling and the legroom was simply awful.,negative,It was a disaster! The terrible was baggage handling and the legroom was simply awful.
f84fa60f-8a80-489c-9d31-5ef891220414,Avoid this airline! The uncomfortable was ticket pricing and the aircraft cleanliness was a nightmare.,negative,Avoid this airline! The uncomfortable was ticket pricing and the aircraft cleanliness was a nightmare.
3e68d520-3534-45eb-b3e5-d34528b9829a,Never flying with them again! The nightmarish was completely food quality and the security was miserable.,negative,Never flying with them again! The nightmarish was completely food quality and the security was miserable.
ec9442ad-2750-48f7-9bc8-224a83b9a1c1,"Had high hopes, but the nightmarish was security and the customer service was disappointing.",negative,"Had high hopes, but the nightmarish was security and the customer service was disappointing."
1911f7e9-116f-4055-9fca-18a8885afc76,"I regret booking with this airline. The horrible was so boarding process, and the check-in process made it worse.",negative,"I regret booking with this airline. The horrible was so boarding process, and the check-in process made it worse."
f5c53e43-22ac-400a-be76-29f5ded7e662,"I regret booking with this airline. The horrible was so aircraft cleanliness, and the in-flight announcements made it worse.",negative,"I regret booking with this airline. The horrible was so aircraft cleanliness, and the in-flight announcements made it worse."
2b621041-d652-45ed-8867-795195aee6c2,Never flying with them again! The disastrous was completely baggage handling and the flight entertainment was miserable.,negative,Never flying with them again! The disastrous was completely baggage handling and the flight entertainment was miserable.
4085bf9d-0008-4708-a328-1d3f730bbf0e,"I regret booking with this airline. The uncomfortable was so boarding process, and the snack options made it worse.",negative,"I regret booking with this airline. The uncomfortable was so boarding process, and the snack options made it worse."
